chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp
16,5,51173559,55905636,1,1,4732077
16,3,52837310,58589112,1,1,5751802
16,3,52992947,58767962,1,1,5775015
16,2,53496598,88714559,1,1,35217961
16,2,53496598,90142087,1,1,36645489
16,3,53699003,58757683,1,1,5058680
16,3,53860481,90142087,1,1,36281606
16,3,54318102,90142087,1,1,35823985
16,4,54967096,58757683,1,1,3790587
16,3,55363238,58703966,1,1,3340728
16,3,55516767,58757683,1,1,3240916
16,4,55539191,64982033,1,1,9442842
16,6,55539191,55905636,1,1,366445
16,2,56362725,61687701,1,1,5324976
16,2,56368689,61687701,1,1,5319012
16,3,56855496,87798732,1,1,30943236
16,3,56855496,88901850,1,1,32046354
16,3,56995236,90142087,1,1,33146851
16,3,57850141,78148830,1,1,20298689
16,3,58544640,76461519,1,1,17916879
16,3,58549932,58757683,1,1,207751
16,3,58614733,90142087,1,1,31527354
16,4,58614733,75794738,1,1,17180005
16,6,58614733,83886469,1,1,25271736
16,3,58616984,81320830,1,1,22703846
16,3,58704861,81185326,1,1,22480465
16,3,58704861,88688832,1,1,29983971
16,6,58743500,83873312,1,1,25129812
16,3,61855033,81181783,1,1,19326750
16,3,61855033,81185419,1,1,19330386
16,3,61855033,84270476,1,1,22415443
16,3,64294842,84438512,1,1,20143670
16,2,64982033,84012104,1,1,19030071
16,3,64982033,66432424,1,1,1450391
16,3,64982472,89760552,1,1,24778080
16,4,64982472,88792047,1,1,23809575
16,3,64982477,65155772,1,1,173295
16,3,64982477,68025801,1,1,3043324
16,2,65005462,90142087,1,1,25136625
16,3,65005462,84230376,1,1,19224914
16,3,65015908,76496025,1,1,11480117
16,3,65015908,77398081,1,1,12382173
16,3,65015908,81232564,1,1,16216656
16,3,65015908,90142087,1,1,25126179
16,4,65015908,89831243,1,1,24815335
16,6,65015908,88520027,1,1,23504119
16,3,66420885,67691668,1,1,1270783
16,3,66420885,84779248,1,1,18358363
16,3,66420885,89724572,1,1,23303687
16,4,66424235,72162966,1,1,5738731
16,4,66424235,73126858,1,1,6702623
16,4,66434571,74333380,1,1,7898809
16,6,66793226,83998662,1,1,17205436
16,6,68361974,70506907,1,1,2144933
16,4,68391189,72146441,1,1,3755252
16,3,68712730,72027191,1,1,3314461
16,3,68857441,69304132,1,1,446691
16,2,69354731,72042682,1,1,2687951
16,2,69377553,84485573,1,1,15108020
16,5,70515355,84872420,1,1,14357065
16,4,70868124,71101206,1,1,233082
16,3,71163744,84031722,1,1,12867978
16,3,71703252,74537591,1,1,2834339
16,3,72027194,83813514,1,1,11786320
16,2,72046211,84199444,1,1,12153233
16,3,72054984,90142087,1,1,18087103
16,3,72157384,90142087,1,1,17984703
16,3,72184566,80641936,1,1,8457370
16,3,74333380,79245820,1,1,4912440
16,3,74336018,80641936,1,1,6305918
16,3,75146711,90142087,1,1,14995376
16,6,75270721,79619835,1,1,4349114
16,4,75338855,90142087,1,1,14803232
16,3,75339131,90142087,1,1,14802956
16,3,75563330,88713501,1,1,13150171
16,3,75563330,88724347,1,1,13161017
16,2,75794738,90142087,1,1,14347349
16,2,76350438,88123598,1,1,11773160
16,3,76350438,78063000,1,1,1712562
16,2,76461519,82917852,1,1,6456333
16,2,76482086,76532583,1,1,50497
16,2,76482086,81242198,1,1,4760112
16,3,76486623,90142087,1,1,13655464
16,3,76509948,90142087,1,1,13632139
16,3,76555015,77398081,1,1,843066
16,2,76592633,90142087,1,1,13549454
16,3,77228866,88902183,1,1,11673317
16,3,77317985,81922813,1,1,4604828
16,4,77317985,88494947,1,1,11176962
16,2,77325325,90142087,1,1,12816762
16,2,77401545,81242198,1,1,3840653
16,3,77401684,90142087,1,1,12740403
16,2,78063064,81892048,1,1,3828984
16,2,78133671,90142087,1,1,12008416
16,3,78143607,84328752,1,1,6185145
16,2,78148830,85691294,1,1,7542464
16,3,78148830,84328752,1,1,6179922
16,3,78149067,84520223,1,1,6371156
16,6,78420775,84031722,1,1,5610947
16,6,78420775,90141477,1,1,11720702
16,3,78458750,90142087,1,1,11683337
16,2,79245820,84065710,1,1,4819890
16,4,79245956,88772746,1,1,9526790
16,4,79998075,82673047,1,1,2674972
16,3,80641906,81012303,1,1,370397
16,3,80641906,81236066,1,1,594160
16,3,80641931,81181066,1,1,539135
16,3,80641931,83940494,1,1,3298563
16,3,81010073,88872145,1,1,7862072
16,3,81015560,88788903,1,1,7773343
16,2,81151122,84494275,1,1,3343153
16,3,81181783,90142087,1,1,8960304
16,2,81181869,81185419,1,1,3550
16,3,81185280,81190328,1,1,5048
16,3,81185412,90161201,1,1,8975789
16,3,81193321,81736324,1,1,543003
16,2,81232275,81249954,1,1,17679
16,2,81232743,81248745,1,1,16002
16,3,81241098,87935632,1,1,6694534
16,3,81249954,90142087,1,1,8892133
16,3,81396287,90142087,1,1,8745800
16,2,81398520,88784114,1,1,7385594
16,2,81703861,84034310,1,1,2330449
16,3,81703861,87349489,1,1,5645628
16,3,81740829,90142087,1,1,8401258
16,3,81816733,84034310,1,1,2217577
16,2,81816818,86588993,1,1,4772175
16,3,81892708,90142087,1,1,8249379
16,4,81924994,90142087,1,1,8217093
16,6,82197586,82673047,1,1,475461
16,2,82891896,90142087,1,1,7250191
16,4,82891896,90142087,1,1,7250191
16,4,83214480,90142087,1,1,6927607
16,2,83816828,84043380,1,1,226552
16,2,83873312,84438512,1,1,565200
16,7,83886469,87349533,1,1,3463064
16,7,83886498,87349333,1,1,3462835
16,1,83982574,83998662,1,1,16088
16,1,83982960,84030955,1,1,47995
16,7,83999000,87349333,1,1,3350333
16,2,84030955,90142087,1,1,6111132
16,3,84034310,84035919,1,1,1609
16,3,84034310,84036037,1,1,1727
16,2,84035320,84035919,1,1,599
16,2,84035919,87349489,1,1,3313570
16,3,84035919,84135453,1,1,99534
16,2,84043343,84046762,1,1,3419
16,3,84043380,90161274,1,1,6117894
16,6,84043380,90141477,1,1,6098097
16,3,84046490,88952346,1,1,4905856
16,3,84046499,87446614,1,1,3400115
16,2,84199513,89287460,1,1,5087947
16,2,84209815,84228873,1,1,19058
16,3,84229559,87457560,1,1,3228001
16,3,84230500,90161201,1,1,5930701
16,3,84271193,90161201,1,1,5890008
16,3,84444349,88803195,1,1,4358846
16,4,84474484,88880965,1,1,4406481
16,2,84486700,89629218,1,1,5142518
16,3,84520325,88809894,1,1,4289569
16,3,84792371,88932375,1,1,4140004
16,2,85105554,90142087,1,1,5036533
16,3,86371275,88788960,1,1,2417685
16,3,86371275,88792933,1,1,2421658
16,2,87349333,90142087,1,1,2792754
16,3,87349333,88924982,1,1,1575649
16,2,87376605,89167458,1,1,1790853
16,3,87448048,88872145,1,1,1424097
16,3,87871582,90142087,1,1,2270505
16,3,87960560,89167094,1,1,1206534
16,3,87960560,89180883,1,1,1220323
16,3,88066655,90142087,1,1,2075432
16,2,88123697,90142087,1,1,2018390
16,3,88494976,88927221,1,1,432245
16,4,88494976,88893288,1,1,398312
16,6,88535341,90141477,1,1,1606136
16,3,88709712,89805261,1,1,1095549
16,3,88713533,88931274,1,1,217741
16,2,88717074,89119173,1,1,402099
16,3,88762943,90142087,1,1,1379144
16,3,88772815,90142087,1,1,1369272
16,3,88786967,90142087,1,1,1355120
16,3,88788934,88927221,1,1,138287
16,3,88789178,88809894,1,1,20716
16,4,88792097,88958282,1,1,166185
16,3,88800176,88802573,1,1,2397
16,2,88801026,88809894,1,1,8868
16,3,88803982,89288418,1,1,484436
16,2,88871908,88902277,1,1,30369
16,2,88872511,90142087,1,1,1269576
16,4,88884466,90142087,1,1,1257621
16,2,88902277,89167458,1,1,265181
16,3,88930840,89238190,1,1,307350
16,3,88931914,89345122,1,1,413208
16,3,88931914,90142087,1,1,1210173
16,6,88958362,89167458,1,1,209096
16,4,88968048,90142087,1,1,1174039
16,2,89043271,89167458,1,1,124187
16,3,89119037,90161274,1,1,1042237
16,2,89160329,89160329,1,1,0
16,3,89160329,90142087,1,1,981758
16,2,89167094,90142087,1,1,974993
16,3,89167140,90142087,1,1,974947
16,5,89167792,90142087,1,1,974295
16,3,89188672,90161201,1,1,972529
16,3,89254064,90142087,1,1,888023
16,2,89288418,90161274,1,1,872856
16,3,89293271,90142087,1,1,848816
16,2,89299200,89300182,1,1,982
16,3,89345408,90142087,1,1,796679
16,2,89645437,90141477,1,1,496040
16,3,89753031,90142087,1,1,389056
16,6,89763045,90142087,1,1,379042
16,3,89805977,90161201,1,1,355224
16,3,89831520,89857935,1,1,26415
16,3,89836323,90142087,1,1,305764
16,3,89862434,90141477,1,1,279043
17,5,5996,16325968,1,1,16319972
17,6,5996,16005187,1,1,15999191
17,2,6069,4350182,1,1,4344113
17,2,6069,5323631,1,1,5317562
17,2,6069,21147404,1,1,21141335
17,2,6069,21198978,1,1,21192909
17,3,6069,7915912,1,1,7909843
17,2,6115,69368,1,1,63253
17,2,6115,131756,1,1,125641
17,2,6115,181474,1,1,175359
17,2,6115,436221,1,1,430106
17,2,6115,505162,1,1,499047
17,2,6115,505227,1,1,499112
17,2,6115,1265325,1,1,1259210
17,2,6115,2290345,1,1,2284230
17,2,6115,3568012,1,1,3561897
17,2,6115,3649214,1,1,3643099
17,2,6115,5283617,1,1,5277502
17,2,6115,5317492,1,1,5311377
17,2,6115,6330153,1,1,6324038
17,2,6115,6511781,1,1,6505666
17,2,6115,7011144,1,1,7005029
17,2,6115,8108339,1,1,8102224
17,2,6115,8647931,1,1,8641816
17,2,6115,8701486,1,1,8695371
17,2,6115,9408381,1,1,9402266
17,2,6115,9479048,1,1,9472933
17,2,6115,12647490,1,1,12641375
17,2,6115,16892334,1,1,16886219
17,2,6115,17046024,1,1,17039909
17,2,6115,18041507,1,1,18035392
17,2,6115,18694277,1,1,18688162
17,2,6115,20108239,1,1,20102124
17,2,6115,20924620,1,1,20918505
17,2,6115,21199162,1,1,21193047
17,2,6115,21216846,1,1,21210731
17,2,6115,25904488,1,1,25898373
17,2,6115,33341834,1,1,33335719
17,2,6115,45000547,1,1,44994432
17,2,6115,46629593,1,1,46623478
17,2,6115,56621359,1,1,56615244
17,3,6115,181474,1,1,175359
17,3,6115,260182,1,1,254067
17,3,6115,463843,1,1,457728
17,3,6115,915368,1,1,909253
17,3,6115,915813,1,1,909698
17,3,6115,982152,1,1,976037
17,3,6115,1782957,1,1,1776842
17,3,6115,2929286,1,1,2923171
17,3,6115,2935577,1,1,2929462
17,3,6115,3195503,1,1,3189388
17,3,6115,3214181,1,1,3208066
17,3,6115,3324255,1,1,3318140
17,3,6115,3397702,1,1,3391587
17,3,6115,3435935,1,1,3429820
17,3,6115,3618298,1,1,3612183
17,3,6115,4088291,1,1,4082176
17,3,6115,4145818,1,1,4139703
17,3,6115,4580224,1,1,4574109
17,3,6115,6905061,1,1,6898946
17,3,6115,6943266,1,1,6937151
17,3,6115,7214824,1,1,7208709
17,3,6115,8064779,1,1,8058664
17,3,6115,8479841,1,1,8473726
17,3,6115,8814719,1,1,8808604
17,3,6115,9083395,1,1,9077280
17,3,6115,9086228,1,1,9080113
17,3,6115,9515777,1,1,9509662
17,3,6115,9793417,1,1,9787302
17,3,6115,9820695,1,1,9814580
17,3,6115,10214628,1,1,10208513
17,3,6115,10219366,1,1,10213251
17,3,6115,10231498,1,1,10225383
17,3,6115,10318636,1,1,10312521
17,3,6115,11827353,1,1,11821238
17,3,6115,12899963,1,1,12893848
17,3,6115,12914920,1,1,12908805
17,3,6115,13446924,1,1,13440809
17,3,6115,14095309,1,1,14089194
17,3,6115,15134175,1,1,15128060
17,3,6115,15532147,1,1,15526032
17,3,6115,17050573,1,1,17044458
17,3,6115,18918258,1,1,18912143
17,3,6115,19216917,1,1,19210802
17,3,6115,19318031,1,1,19311916
17,3,6115,19861458,1,1,19855343
17,3,6115,20209474,1,1,20203359
17,3,6115,20492893,1,1,20486778
17,3,6115,20906266,1,1,20900151
17,3,6115,21075183,1,1,21069068
17,3,6115,21198972,1,1,21192857
17,3,6115,21206440,1,1,21200325
17,3,6115,21217290,1,1,21211175
17,3,6115,28381141,1,1,28375026
17,3,6115,29051705,1,1,29045590
17,3,6115,39186220,1,1,39180105
17,3,6115,44073734,1,1,44067619
17,3,6115,45890898,1,1,45884783
17,3,6115,72209858,1,1,72203743
17,3,6115,81051007,1,1,81044892
17,4,6115,181619,1,1,175504
17,4,6115,436221,1,1,430106
17,4,6115,1265325,1,1,1259210
17,4,6115,2929286,1,1,2923171
17,4,6115,2935577,1,1,2929462
17,4,6115,3921307,1,1,3915192
17,4,6115,3922941,1,1,3916826
17,4,6115,4008021,1,1,4001906
17,4,6115,4088291,1,1,4082176
17,4,6115,4145818,1,1,4139703
17,4,6115,5295001,1,1,5288886
17,4,6115,5418068,1,1,5411953
17,4,6115,7226957,1,1,7220842
17,4,6115,7846684,1,1,7840569
17,4,6115,8383894,1,1,8377779
17,4,6115,8395894,1,1,8389779
17,4,6115,9086708,1,1,9080593
17,4,6115,9791375,1,1,9785260
17,4,6115,9830171,1,1,9824056
17,4,6115,10346781,1,1,10340666
17,4,6115,10411370,1,1,10405255
17,4,6115,10595388,1,1,10589273
17,4,6115,11523082,1,1,11516967
17,4,6115,11536049,1,1,11529934
17,4,6115,11835331,1,1,11829216
17,4,6115,12916606,1,1,12910491
17,4,6115,13928124,1,1,13922009
17,4,6115,16336992,1,1,16330877
17,4,6115,17046024,1,1,17039909
17,4,6115,17050573,1,1,17044458
17,4,6115,19216917,1,1,19210802
17,4,6115,19241095,1,1,19234980
17,4,6115,19318031,1,1,19311916
17,4,6115,19460972,1,1,19454857
17,4,6115,20000131,1,1,19994016
17,4,6115,20163529,1,1,20157414
17,4,6115,20910364,1,1,20904249
17,4,6115,20911173,1,1,20905058
17,4,6115,21147404,1,1,21141289
17,4,6115,21198972,1,1,21192857
17,4,6115,21199051,1,1,21192936
17,5,6115,2584946,1,1,2578831
17,5,6115,2930223,1,1,2924108
17,5,6115,5308603,1,1,5302488
17,5,6115,10411370,1,1,10405255
17,5,6115,18776020,1,1,18769905
17,5,6115,19216917,1,1,19210802
17,5,6115,19460972,1,1,19454857
17,5,6115,20908325,1,1,20902210
17,5,6115,21075183,1,1,21069068
17,5,6115,21087671,1,1,21081556
17,5,6115,21194658,1,1,21188543
17,5,6115,21198972,1,1,21192857
17,5,6115,21199499,1,1,21193384
17,6,6115,9680679,1,1,9674564
17,6,6115,20209474,1,1,20203359
17,7,6115,17896090,1,1,17889975
17,2,6188,81051007,1,1,81044819
17,3,6188,81051007,1,1,81044819
17,2,69368,25929036,1,1,25859668
17,2,69368,25930725,1,1,25861357
17,3,69368,2908816,1,1,2839448
17,3,69368,21199499,1,1,21130131
17,4,177359,10633245,1,1,10455886
17,3,181479,3776555,1,1,3595076
17,3,181479,21147404,1,1,20965925
17,4,182727,2929674,1,1,2746947
17,3,260299,3300934,1,1,3040635
17,4,293310,10415840,1,1,10122530
17,3,463843,11787975,1,1,11324132
17,3,463843,21199499,1,1,20735656
17,3,504978,21198972,1,1,20693994
17,3,530339,5126689,1,1,4596350
17,2,600502,3568012,1,1,2967510
17,3,916446,2282839,1,1,1366393
17,4,925764,6733494,1,1,5807730
17,5,1082947,5425077,1,1,4342130
17,4,1327039,1782957,1,1,455918
17,5,1327039,1611433,1,1,284394
17,3,1629969,8110764,1,1,6480795
17,3,1840357,18155231,1,1,16314874
17,4,1840357,10318636,1,1,8478279
17,4,2268311,21199499,1,1,18931188
17,4,2283667,3424220,1,1,1140553
17,2,2297557,21147560,1,1,18850003
17,5,2595964,4579301,1,1,1983337
17,4,2921251,3349696,1,1,428445
17,4,2929392,19454640,1,1,16525248
17,2,2929674,3336162,1,1,406488
17,3,2929908,2935626,1,1,5718
17,3,2935577,2966064,1,1,30487
17,3,2966064,4045809,1,1,1079745
17,4,2966064,8397315,1,1,5431251
17,4,2966064,19606273,1,1,16640209
17,4,2966064,21198978,1,1,18232914
17,5,2966064,21147404,1,1,18181340
17,4,2996199,8296440,1,1,5300241
17,4,3213545,3214128,1,1,583
17,3,3300934,9515777,1,1,6214843
17,2,3301549,3418027,1,1,116478
17,2,3301549,6716385,1,1,3414836
17,2,3336162,6716385,1,1,3380223
17,3,3336260,21147404,1,1,17811144
17,1,3417997,3422032,1,1,4035
17,3,3422032,10219366,1,1,6797334
17,3,3422032,19240972,1,1,15818940
17,3,3422077,17326604,1,1,13904527
17,2,3430271,3856615,1,1,426344
17,3,3436080,9083377,1,1,5647297
17,3,3620138,8339307,1,1,4719169
17,2,3657159,10595388,1,1,6938229
17,3,3783872,9083395,1,1,5299523
17,3,3867597,4060383,1,1,192786
17,6,3922918,17046024,1,1,13123106
17,6,3923129,17050573,1,1,13127444
17,3,4027152,21199162,1,1,17172010
17,3,4046101,18111868,1,1,14065767
17,2,4071245,4578938,1,1,507693
17,3,4166804,21199162,1,1,17032358
17,4,4166804,10415840,1,1,6249036
17,5,4166804,10415840,1,1,6249036
17,3,4350182,12903599,1,1,8553417
17,6,4350182,9083395,1,1,4733213
17,6,4350182,16855878,1,1,12505696
17,2,4350367,21198978,1,1,16848611
17,3,4350367,14139891,1,1,9789524
17,3,4351560,9830171,1,1,5478611
17,2,4579301,9395231,1,1,4815930
17,4,4579638,17896205,1,1,13316567
17,3,5280372,18394022,1,1,13113650
17,2,5284698,6330153,1,1,1045455
17,3,5289580,12855719,1,1,7566139
17,4,5298320,6915401,1,1,1617081
17,4,5312271,9086708,1,1,3774437
17,1,5320044,5404270,1,1,84226
17,2,5320044,6594014,1,1,1273970
17,2,5326089,21147404,1,1,15821315
17,7,5436520,6674216,1,1,1237696
17,4,5436566,21147404,1,1,15710838
17,4,5991344,11648444,1,1,5657100
17,4,5991344,11787975,1,1,5796631
17,2,6331721,8647931,1,1,2316210
17,2,6331803,45000529,1,1,38668726
17,2,6607435,16734820,1,1,10127385
17,8,6683215,8455532,1,1,1772317
17,3,6733672,10214628,1,1,3480956
17,3,6733672,10243717,1,1,3510045
17,4,6733672,9086528,1,1,2352856
17,3,6915401,21087671,1,1,14172270
17,4,6919093,21147404,1,1,14228311
17,3,6946357,8076916,1,1,1130559
17,2,7012073,21198978,1,1,14186905
17,3,7216540,21198978,1,1,13982438
17,4,7245371,7722365,1,1,476994
17,1,7531244,8216468,1,1,685224
17,4,7750988,12915009,1,1,5164021
17,4,7847955,11835331,1,1,3987376
17,2,7919179,21544674,1,1,13625495
17,3,8079029,21147404,1,1,13068375
17,2,8108331,18156541,1,1,10048210
17,2,8110764,20911204,1,1,12800440
17,4,8132763,9764613,1,1,1631850
17,4,8339283,15207515,1,1,6868232
17,3,8383821,8785092,1,1,401271
17,3,8384875,20908325,1,1,12523450
17,3,8397315,20492954,1,1,12095639
17,6,8473182,11833365,1,1,3360183
17,3,8633393,13972814,1,1,5339421
17,2,8707534,19476588,1,1,10769054
17,3,8792003,9674976,1,1,882973
17,3,9083395,9515777,1,1,432382
17,4,9086228,14005439,1,1,4919211
17,4,9086228,15531942,1,1,6445714
17,6,9086228,17050573,1,1,7964345
17,3,9086293,9395231,1,1,308938
17,5,9153861,21198972,1,1,12045111
17,5,9153861,21198978,1,1,12045117
17,4,9154103,18155231,1,1,9001128
17,2,9471711,10553046,1,1,1081335
17,2,9471711,21198978,1,1,11727267
17,3,9471711,18855611,1,1,9383900
17,2,9501533,10536018,1,1,1034485
17,3,9680679,21199162,1,1,11518483
17,5,9683087,12905743,1,1,3222656
17,2,9725279,9801370,1,1,76091
17,4,9792573,10546130,1,1,753557
17,2,9801351,10595388,1,1,794037
17,3,9801351,20799194,1,1,10997843
17,3,9846521,12620761,1,1,2774240
17,3,9850440,16005187,1,1,6154747
17,1,10216442,10243717,1,1,27275
17,3,10216442,11648444,1,1,1432002
17,3,10222061,12914024,1,1,2691963
17,3,10222061,21199051,1,1,10976990
17,4,10236465,20916035,1,1,10679570
17,1,10247199,10359782,1,1,112583
17,3,10346781,16946343,1,1,6599562
17,4,10346781,18155231,1,1,7808450
17,5,10355371,16346932,1,1,5991561
17,1,10362746,10595388,1,1,232642
17,3,10411632,13446924,1,1,3035292
17,4,10411632,11648444,1,1,1236812
17,3,10535100,13400153,1,1,2865053
17,3,10535100,15162389,1,1,4627289
17,3,10535100,15604448,1,1,5069348
17,2,10541515,21199499,1,1,10657984
17,2,10542765,10544416,1,1,1651
17,2,10542765,21826256,1,1,11283491
17,3,10542765,10544416,1,1,1651
17,4,10542765,10544416,1,1,1651
17,3,10546130,20924620,1,1,10378490
17,3,10546130,21198972,1,1,10652842
17,3,10553046,14139891,1,1,3586845
17,2,10558376,21147404,1,1,10589028
17,2,10614442,20910424,1,1,10295982
17,2,10614442,21147404,1,1,10532962
17,2,10614442,21198978,1,1,10584536
17,3,10614442,20254598,1,1,9640156
17,3,11650958,21147520,1,1,9496562
17,5,11651139,21198972,1,1,9547833
17,3,11833287,20492893,1,1,8659606
17,5,11835297,14139774,1,1,2304477
17,3,12606829,15531942,1,1,2925113
17,3,12606829,21147560,1,1,8540731
17,3,12606829,21198978,1,1,8592149
17,4,12647490,21147404,1,1,8499914
17,3,12903599,21198978,1,1,8295379
17,4,12905574,21198978,1,1,8293404
17,6,12914024,20163529,1,1,7249505
17,3,12914920,21188344,1,1,8273424
17,3,12915009,20906266,1,1,7991257
17,5,12917856,18793061,1,1,5875205
17,4,12920260,21198972,1,1,8278712
17,3,13399616,15690928,1,1,2291312
17,3,13399616,21198972,1,1,7799356
17,4,13504474,21147404,1,1,7642930
17,4,13928124,21194658,1,1,7266534
17,8,13972860,21147520,1,1,7174660
17,4,14095309,21198978,1,1,7103669
17,3,15134175,21199162,1,1,6064987
17,4,15207364,16005187,1,1,797823
17,4,15215660,21147404,1,1,5931744
17,3,15539404,21147560,1,1,5608156
17,4,15554504,20109189,1,1,4554685
17,3,15905190,21147404,1,1,5242214
17,4,16340316,20924523,1,1,4584207
17,4,16350156,21198972,1,1,4848816
17,2,16960911,21199162,1,1,4238251
17,3,17050573,21198972,1,1,4148399
17,3,17057782,21198978,1,1,4141196
17,3,17062241,28890203,1,1,11827962
17,3,17326605,21199051,1,1,3872446
17,5,17896205,21198978,1,1,3302773
17,3,17897739,21198978,1,1,3301239
17,2,18042276,30212931,1,1,12170655
17,3,18133495,19445923,1,1,1312428
17,2,18164404,36385042,1,1,18220638
17,3,18396152,21147404,1,1,2751252
17,2,18610134,20492990,1,1,1882856
17,2,18630995,20492990,1,1,1861995
17,2,18700843,21198978,1,1,2498135
17,3,18793061,21199162,1,1,2406101
17,3,18793225,21147404,1,1,2354179
17,3,18793225,21198972,1,1,2405747
17,3,18793225,21199162,1,1,2405937
17,4,18863105,21198978,1,1,2335873
17,4,19213335,21198978,1,1,1985643
17,4,19247075,21198978,1,1,1951903
17,3,19319015,25887571,1,1,6568556
17,5,19319015,19861458,1,1,542443
17,2,19460972,21730653,1,1,2269681
17,2,19564634,21730653,1,1,2166019
17,3,19564634,20911204,1,1,1346570
17,4,19607432,21147404,1,1,1539972
17,2,19642952,26729453,1,1,7086501
17,3,20000131,21198978,1,1,1198847
17,2,20109189,21147560,1,1,1038371
17,4,20163529,21198978,1,1,1035449
17,4,20209474,21194640,1,1,985166
17,5,20224682,21194640,1,1,969958
17,2,20914635,21544646,1,1,630011
17,2,20914635,21544674,1,1,630039
17,2,20916035,25753033,1,1,4836998
17,1,21147404,21318629,1,1,171225
17,2,21147404,21318569,1,1,171165
17,1,21198972,21730653,1,1,531681
17,2,21198972,21217566,1,1,18594
17,2,21198972,21319977,1,1,121005
17,2,21198972,21730703,1,1,531731
17,2,21198972,21825565,1,1,626593
17,2,21198972,25753033,1,1,4554061
17,2,21198972,25981832,1,1,4782860
17,4,21198972,21202272,1,1,3300
17,2,21198978,21730703,1,1,531725
17,2,21198978,21731656,1,1,532678
17,2,21199499,21318629,1,1,119130
17,2,21199499,21319977,1,1,120478
17,2,21199499,21544674,1,1,345175
17,2,21199499,21731656,1,1,532157
17,2,21199499,25912828,1,1,4713329
17,2,21201719,21217566,1,1,15847
17,2,21201719,21730653,1,1,528934
17,2,21201719,25887571,1,1,4685852
17,2,21203820,40912812,1,1,19708992
17,2,21203998,21216846,1,1,12848
17,2,21204153,21730703,1,1,526550
17,2,21204153,26092631,1,1,4888478
17,2,21215446,21318603,1,1,103157
17,2,21215446,21318629,1,1,103183
17,2,21215537,21318603,1,1,103066
17,2,21216686,21217566,1,1,880
17,4,21216686,31618732,1,1,10402046
17,2,21217290,21217566,1,1,276
17,2,21217290,21318773,1,1,101483
17,3,21217290,21318770,1,1,101480
17,2,21318569,21544674,1,1,226105
17,2,21318569,25887571,1,1,4569002
17,3,21318569,21544674,1,1,226105
17,3,21318569,21730653,1,1,412084
17,3,21318569,40817990,1,1,19499421
17,3,21318569,47783663,1,1,26465094
17,3,21318569,67304447,1,1,45985878
17,4,21318569,21319786,1,1,1217
17,4,21318569,76867185,1,1,55548616
17,4,21318569,78936652,1,1,57618083
17,4,21318569,81051007,1,1,59732438
17,2,21318603,25931637,1,1,4613034
17,2,21318603,39137387,1,1,17818784
17,2,21318603,53076799,1,1,31758196
17,5,21318770,40737117,1,1,19418347
17,5,21318770,81051007,1,1,59732237
17,2,21544674,39139435,1,1,17594761
17,3,21730653,37898722,1,1,16168069
17,3,21730653,38145088,1,1,16414435
17,3,21730653,43924412,1,1,22193759
17,5,21730653,44067382,1,1,22336729
17,3,21730703,31618732,1,1,9888029
17,3,21730703,38905477,1,1,17174774
17,3,21730703,45451894,1,1,23721191
17,4,21730703,30183857,1,1,8453154
17,4,21730703,32483270,1,1,10752567
17,4,21730703,36638255,1,1,14907552
17,4,21730703,45214682,1,1,23483979
17,4,21730703,45249512,1,1,23518809
17,5,21730703,32483237,1,1,10752534
17,5,21730703,32583269,1,1,10852566
17,5,21730703,35608889,1,1,13878186
17,5,21731605,31618732,1,1,9887127
17,4,21825565,71233130,1,1,49407565
17,3,21826256,28778720,1,1,6952464
17,4,21826256,27093542,1,1,5267286
17,4,21826256,44067382,1,1,22241126
17,4,21826256,81051007,1,1,59224751
17,3,25628820,29559932,1,1,3931112
17,3,25628820,44073734,1,1,18444914
17,3,25628820,56737838,1,1,31109018
17,3,25628820,72209858,1,1,46581038
17,3,25628820,81051007,1,1,55422187
17,4,25628820,56737838,1,1,31109018
17,4,25628820,66925923,1,1,41297103
17,4,25628820,72346918,1,1,46718098
17,5,25628820,81051007,1,1,55422187
17,3,25628944,28952286,1,1,3323342
17,3,25753033,27959903,1,1,2206870
17,3,25753033,49713300,1,1,23960267
17,3,25887530,27093542,1,1,1206012
17,3,25887530,28029938,1,1,2142408
17,4,25887530,44067382,1,1,18179852
17,5,25887530,27187636,1,1,1300106
17,3,25909850,44073734,1,1,18163884
17,4,25909850,44073734,1,1,18163884
17,3,25912828,48668013,1,1,22755185
17,3,25912828,72951845,1,1,47039017
17,3,25912828,81051007,1,1,55138179
17,2,25974545,26729428,1,1,754883
17,3,26109030,45000529,1,1,18891499
17,3,26676135,81051007,1,1,54374872
17,3,26694483,73127683,1,1,46433200
17,3,26818447,29670190,1,1,2851743
17,3,26940588,38062217,1,1,11121629
17,3,27185827,27904322,1,1,718495
17,3,27185827,29161503,1,1,1975676
17,3,27185827,29221227,1,1,2035400
17,3,27185827,29226630,1,1,2040803
17,3,27207571,27904322,1,1,696751
17,3,27835138,34951327,1,1,7116189
17,4,28386526,36365191,1,1,7978665
17,3,28890203,39912145,1,1,11021942
17,3,28952286,39912145,1,1,10959859
17,3,29051705,29161503,1,1,109798
17,3,29051705,29226630,1,1,174925
17,4,29051705,29221227,1,1,169522
17,4,29111368,36365191,1,1,7253823
17,3,29151705,30380381,1,1,1228676
17,3,29221763,31324673,1,1,2102910
17,4,29226630,36861983,1,1,7635353
17,4,29226652,36718610,1,1,7491958
17,4,29226652,79278357,1,1,50051705
